Step,MeanMyelination,MaxMyelination
832,1.1158215999603271,1.1181812286376953
833,1.1161216497421265,1.1184812784194946
834,1.1164215803146362,1.118781328201294
835,1.1167216300964355,1.1190813779830933
836,1.1170216798782349,1.1193814277648926
837,1.1173218488693237,1.119681477546692
838,1.1176217794418335,1.1199815273284912
839,1.1179219484329224,1.1202815771102905
840,1.1182219982147217,1.1205816268920898
841,1.118522047996521,1.1208816766738892
842,1.1188219785690308,1.1211817264556885
843,1.11912202835083,1.1214817762374878
844,1.1194220781326294,1.121781826019287
845,1.1197222471237183,1.1220818758010864
846,1.120022177696228,1.1223819255828857
847,1.120322346687317,1.122681975364685
848,1.1206223964691162,1.1229820251464844
849,1.1209224462509155,1.1232820749282837
850,1.1212223768234253,1.123582124710083
851,1.1215224266052246,1.1238821744918823
852,1.121822476387024,1.1241822242736816
853,1.1221226453781128,1.124482274055481
854,1.1224225759506226,1.1247823238372803
855,1.1227227449417114,1.1250823736190796
856,1.1230227947235107,1.125382423400879
857,1.12332284450531,1.1256824731826782
858,1.1236227750778198,1.1259825229644775
859,1.1239228248596191,1.1262825727462769
860,1.1242228746414185,1.1265826225280762
861,1.1245230436325073,1.1268826723098755
862,1.124822974205017,1.1271827220916748
863,1.125123143196106,1.1274827718734741
864,1.1254231929779053,1.1277828216552734
865,1.1257232427597046,1.1280828714370728
866,1.1260231733322144,1.128382921218872
867,1.1263232231140137,1.1286829710006714
868,1.126623272895813,1.1289830207824707
869,1.1269234418869019,1.12928307056427
870,1.1272233724594116,1.1295831203460693
871,1.1275235414505005,1.1298831701278687
872,1.1278235912322998,1.130183219909668
873,1.1281236410140991,1.1304832696914673
874,1.1284235715866089,1.1307833194732666
875,1.1287236213684082,1.131083369255066
876,1.1290236711502075,1.1313834190368652
877,1.1293238401412964,1.1316834688186646
878,1.1296237707138062,1.1319835186004639
879,1.129923939704895,1.1322835683822632
880,1.1302239894866943,1.1325836181640625
881,1.1305240392684937,1.1328836679458618
882,1.1308239698410034,1.1331837177276611
883,1.1311240196228027,1.1334837675094604
884,1.131424069404602,1.1337838172912598
885,1.131724238395691,1.134083867073059
886,1.1320241689682007,1.1343839168548584
887,1.1323243379592896,1.1346839666366577
888,1.1326243877410889,1.134984016418457
889,1.1329244375228882,1.1352840662002563
890,1.133224368095398,1.1355841159820557
891,1.1335244178771973,1.135884165763855
892,1.1338244676589966,1.1361842155456543
893,1.1341246366500854,1.1364842653274536
894,1.1344245672225952,1.136784315109253
895,1.134724736213684,1.1370843648910522
896,1.1350247859954834,1.1373844146728516
897,1.1353248357772827,1.1376844644546509
898,1.1356247663497925,1.1379845142364502
899,1.1359248161315918,1.1382845640182495
900,1.1362248659133911,1.1385846138000488
901,1.13652503490448,1.1388846635818481
902,1.1368249654769897,1.1391847133636475
903,1.1371251344680786,1.1394847631454468
904,1.137425184249878,1.139784812927246
905,1.1377252340316772,1.1400848627090454
906,1.138025164604187,1.1403849124908447
907,1.1383252143859863,1.140684962272644
908,1.1386252641677856,1.1409850120544434
909,1.1389254331588745,1.1412850618362427
910,1.1392253637313843,1.141585111618042
911,1.1395255327224731,1.1418851613998413
912,1.1398255825042725,1.1421852111816406
913,1.1401256322860718,1.14248526096344
914,1.1404255628585815,1.1427853107452393
915,1.1407256126403809,1.1430853605270386
916,1.1410256624221802,1.143385410308838
917,1.141325831413269,1.1436854600906372
918,1.1416257619857788,1.1439855098724365
919,1.1419259309768677,1.1442855596542358
920,1.142225980758667,1.1445856094360352
921,1.1425260305404663,1.1448856592178345
922,1.142825961112976,1.1451857089996338
923,1.1431260108947754,1.145485758781433
924,1.1434260606765747,1.1457858085632324
925,1.1437262296676636,1.1460858583450317
926,1.1440261602401733,1.146385908126831
927,1.1443263292312622,1.1466859579086304
928,1.1446263790130615,1.1469860076904297
929,1.1449264287948608,1.147286057472229
930,1.1452264785766602,1.1475861072540283
931,1.14552640914917,1.1478861570358276
932,1.1458264589309692,1.148186206817627
933,1.146126627922058,1.1484862565994263
934,1.1464265584945679,1.1487863063812256
935,1.1467267274856567,1.149086356163025
936,1.147026777267456,1.1493864059448242
937,1.1473267078399658,1.1496864557266235
938,1.1476267576217651,1.1499865055084229
939,1.1479268074035645,1.1502865552902222
940,1.1482268571853638,1.1505866050720215
941,1.1485270261764526,1.1508866548538208
942,1.1488269567489624,1.1511867046356201
943,1.1491271257400513,1.1514867544174194
944,1.1494271755218506,1.1517868041992188
945,1.14972722530365,1.152086853981018
946,1.1500272750854492,1.1523869037628174
947,1.150327205657959,1.1526869535446167
948,1.1506272554397583,1.152987003326416
949,1.1509274244308472,1.1532870531082153
950,1.151227355003357,1.1535871028900146
951,1.1515275239944458,1.153887152671814
952,1.1518275737762451,1.1541872024536133
953,1.1521275043487549,1.1544872522354126
954,1.1524275541305542,1.154787302017212
955,1.1527276039123535,1.1550873517990112
956,1.1530276536941528,1.1553874015808105
957,1.1533278226852417,1.1556874513626099
958,1.1536277532577515,1.1559875011444092
959,1.1539279222488403,1.1562875509262085
960,1.1542279720306396,1.1565876007080078
961,1.154528021812439,1.1568876504898071
962,1.1548280715942383,1.1571877002716064
963,1.155128002166748,1.1574877500534058
964,1.1554280519485474,1.157787799835205
965,1.1557282209396362,1.1580878496170044
966,1.156028151512146,1.1583878993988037
967,1.1563283205032349,1.158687949180603
968,1.1566283702850342,1.1589879989624023
969,1.156928300857544,1.1592880487442017
970,1.1572283506393433,1.159588098526001
971,1.1575284004211426,1.1598881483078003
972,1.157828450202942,1.1601881980895996
973,1.1581286191940308,1.160488247871399
974,1.1584285497665405,1.1607882976531982
975,1.1587287187576294,1.1610883474349976
976,1.1590287685394287,1.1613883972167969
977,1.159328818321228,1.1616884469985962
978,1.1596288681030273,1.1619884967803955
979,1.159928798675537,1.1622885465621948
980,1.1602288484573364,1.1625885963439941
981,1.1605290174484253,1.1628886461257935
982,1.160828948020935,1.1631886959075928
983,1.161129117012024,1.163488745689392
984,1.1614291667938232,1.1637887954711914
985,1.161729097366333,1.1640888452529907
986,1.1620291471481323,1.16438889503479
987,1.1623291969299316,1.1646889448165894
988,1.162629246711731,1.1649889945983887
989,1.1629294157028198,1.165289044380188
990,1.1632293462753296,1.1655890941619873
991,1.1635295152664185,1.1658891439437866
992,1.1638295650482178,1.166189193725586
993,1.164129614830017,1.1664892435073853
994,1.1644296646118164,1.1667892932891846
995,1.1647295951843262,1.1670893430709839
996,1.1650296449661255,1.1673893928527832
997,1.1653298139572144,1.1676894426345825
998,1.1656297445297241,1.1679894924163818
999,1.165929913520813,1.1682895421981812
1000,1.1662299633026123,1.1685895919799805
1001,1.166529893875122,1.1688896417617798
1002,1.1668299436569214,1.169189691543579
1003,1.1671299934387207,1.1694897413253784
1004,1.16743004322052,1.1697897911071777
1005,1.1677302122116089,1.170089840888977
1006,1.1680301427841187,1.1703898906707764
1007,1.1683303117752075,1.1706899404525757
1008,1.1686303615570068,1.170989990234375
1009,1.1689304113388062,1.1712900400161743
1010,1.1692304611206055,1.1715900897979736
1011,1.1695303916931152,1.171890139579773
1012,1.1698304414749146,1.1721901893615723
1013,1.1701306104660034,1.1724902391433716
1014,1.1704305410385132,1.172790288925171
1015,1.170730710029602,1.1730903387069702
1016,1.1710307598114014,1.1733903884887695
1017,1.1713306903839111,1.1736904382705688
1018,1.1716307401657104,1.1739904880523682
1019,1.1719307899475098,1.1742905378341675
1020,1.172230839729309,1.1745905876159668
1021,1.172531008720398,1.1748906373977661
1022,1.1728309392929077,1.1751906871795654
1023,1.1731311082839966,1.1754907369613647
1024,1.173431158065796,1.175790786743164
1025,1.1737312078475952,1.1760908365249634
1026,1.1740312576293945,1.1763908863067627
1027,1.1743311882019043,1.176690936088562
1028,1.1746312379837036,1.1769909858703613
1029,1.1749314069747925,1.1772910356521606
1030,1.1752313375473022,1.17759108543396
1031,1.1755315065383911,1.1778911352157593
1032,1.1758315563201904,1.1781911849975586
1033,1.1761314868927002,1.178491234779358
1034,1.1764315366744995,1.1787912845611572
1035,1.1767315864562988,1.1790913343429565
1036,1.1770316362380981,1.1793913841247559
1037,1.177331805229187,1.1796914339065552
1038,1.1776317358016968,1.1799914836883545
1039,1.1779319047927856,1.1802915334701538
1040,1.178231954574585,1.1805915832519531
1041,1.1785320043563843,1.1808916330337524
1042,1.1788320541381836,1.1811916828155518
1043,1.1791319847106934,1.181491732597351
1044,1.1794320344924927,1.1817917823791504
1045,1.1797322034835815,1.1820918321609497
1046,1.1800321340560913,1.182391881942749
1047,1.1803323030471802,1.1826919317245483
1048,1.1806323528289795,1.1829919815063477
1049,1.1809322834014893,1.183292031288147
1050,1.1812323331832886,1.1835920810699463
1051,1.181532382965088,1.1838921308517456
1052,1.1818324327468872,1.184192180633545
1053,1.182132601737976,1.1844922304153442
1054,1.1824325323104858,1.1847922801971436
1055,1.1827327013015747,1.1850923299789429
1056,1.183032751083374,1.1853923797607422
1057,1.1833328008651733,1.1856924295425415
1058,1.1836328506469727,1.1859924793243408
1059,1.1839327812194824,1.1862925291061401
1060,1.1842328310012817,1.1865925788879395
1061,1.1845329999923706,1.1868926286697388
1062,1.1848329305648804,1.187192678451538
1063,1.1851330995559692,1.1874927282333374
1064,1.1854331493377686,1.1877927780151367
1065,1.1857330799102783,1.188092827796936
1066,1.1860331296920776,1.1883928775787354
1067,1.186333179473877,1.1886929273605347
1068,1.1866332292556763,1.188992977142334
1069,1.1869333982467651,1.1892930269241333
1070,1.187233328819275,1.1895930767059326
1071,1.1875334978103638,1.189893126487732
1072,1.187833547592163,1.1901931762695312
1073,1.1881335973739624,1.1904932260513306
1074,1.1884336471557617,1.1907932758331299
1075,1.1887335777282715,1.1910933256149292
1076,1.1890336275100708,1.1913933753967285
1077,1.1893337965011597,1.1916934251785278
1078,1.1896337270736694,1.1919934749603271
1079,1.1899338960647583,1.1922935247421265
1080,1.1902339458465576,1.1925935745239258
1081,1.1905338764190674,1.192893624305725
1082,1.1908339262008667,1.1931936740875244
1083,1.191133975982666,1.1934937238693237
1084,1.1914340257644653,1.193793773651123
1085,1.1917341947555542,1.1940938234329224
1086,1.192034125328064,1.1943938732147217
1087,1.1923342943191528,1.194693922996521
1088,1.1926343441009521,1.1949939727783203
1089,1.1929343938827515,1.1952940225601196
1090,1.1932344436645508,1.195594072341919
1091,1.1935343742370605,1.1958941221237183
1092,1.1938344240188599,1.1961941719055176
1093,1.1941345930099487,1.196494221687317
1094,1.1944345235824585,1.1967942714691162
1095,1.1947346925735474,1.1970943212509155
1096,1.1950347423553467,1.1973943710327148
1097,1.1953346729278564,1.1976944208145142
1098,1.1956347227096558,1.1979944705963135
1099,1.195934772491455,1.1982945203781128
1100,1.1962348222732544,1.198594570159912
1101,1.1965349912643433,1.1988946199417114
1102,1.196834921836853,1.1991946697235107
1103,1.197135090827942,1.19949471950531
1104,1.1974351406097412,1.1997947692871094
1105,1.1977351903915405,1.2000948190689087
1106,1.1980352401733398,1.200394868850708
1107,1.1983351707458496,1.2006949186325073
1108,1.198635220527649,1.2009949684143066
1109,1.1989353895187378,1.201295018196106
1110,1.1992353200912476,1.2015950679779053
1111,1.1995354890823364,1.2018951177597046
1112,1.1998355388641357,1.202195167541504
1113,1.2001354694366455,1.2024952173233032
1114,1.2004355192184448,1.2027952671051025
1115,1.2007355690002441,1.2030953168869019
1116,1.2010356187820435,1.2033953666687012
1117,1.2013357877731323,1.2036954164505005
1118,1.201635718345642,1.2039954662322998
1119,1.201935887336731,1.2042955160140991
1120,1.2022359371185303,1.2045955657958984
1121,1.2025359869003296,1.2048956155776978
1122,1.202836036682129,1.205195665359497
1123,1.2031359672546387,1.2054957151412964
1124,1.203436017036438,1.2057957649230957
1125,1.2037361860275269,1.206095814704895
1126,1.2040361166000366,1.2063958644866943
1127,1.2043362855911255,1.2066959142684937
1128,1.2046363353729248,1.206995964050293
1129,1.2049362659454346,1.2072960138320923
1130,1.2052363157272339,1.2075960636138916
1131,1.2055363655090332,1.207896113395691
1132,1.2058364152908325,1.2081961631774902
1133,1.2061365842819214,1.2084962129592896
1134,1.2064365148544312,1.2087962627410889
1135,1.20673668384552,1.2090963125228882
1136,1.2070367336273193,1.2093963623046875
1137,1.2073367834091187,1.2096964120864868
1138,1.207636833190918,1.2099964618682861
1139,1.2079367637634277,1.2102965116500854
1140,1.208236813545227,1.2105965614318848
1141,1.208536982536316,1.210896611213684
1142,1.2088369131088257,1.2111966609954834
1143,1.2091370820999146,1.2114967107772827
1144,1.2094371318817139,1.211796760559082
1145,1.2097370624542236,1.2120968103408813
1146,1.210037112236023,1.2123968601226807
1147,1.2103371620178223,1.21269690990448
1148,1.2106372117996216,1.2129969596862793
1149,1.2109373807907104,1.2132970094680786
1150,1.2112373113632202,1.213597059249878
1151,1.211537480354309,1.2138971090316772
1152,1.2118375301361084,1.2141971588134766
1153,1.2121375799179077,1.2144972085952759
1154,1.212437629699707,1.2147972583770752
1155,1.2127375602722168,1.2150973081588745
1156,1.2130376100540161,1.2153973579406738
1157,1.213337779045105,1.2156974077224731
1158,1.2136377096176147,1.2159974575042725
1159,1.2139378786087036,1.2162975072860718
1160,1.214237928390503,1.216597557067871
1161,1.2145378589630127,1.2168976068496704
1162,1.214837908744812,1.2171976566314697
1163,1.2151379585266113,1.217497706413269
1164,1.2154380083084106,1.2177977561950684
1165,1.2157381772994995,1.2180978059768677
1166,1.2160381078720093,1.218397855758667
1167,1.2163382768630981,1.2186979055404663
1168,1.2166383266448975,1.2189979553222656
1169,1.2169383764266968,1.219298005104065
1170,1.217238426208496,1.2195980548858643
1171,1.2175383567810059,1.2198981046676636
1172,1.2178384065628052,1.220198154449463
1173,1.218138575553894,1.2204982042312622
1174,1.2184385061264038,1.2207982540130615
1175,1.2187386751174927,1.2210983037948608
1176,1.219038724899292,1.2213983535766602
1177,1.2193386554718018,1.2216984033584595
1178,1.219638705253601,1.2219984531402588
1179,1.2199387550354004,1.222298502922058
1180,1.2202388048171997,1.2225985527038574
1181,1.2205389738082886,1.2228986024856567
1182,1.2208389043807983,1.223198652267456
1183,1.2211390733718872,1.2234987020492554
1184,1.2214391231536865,1.2237987518310547
1185,1.2217391729354858,1.224098801612854
1186,1.2220392227172852,1.2243988513946533
1187,1.222339153289795,1.2246989011764526
1188,1.2226392030715942,1.224998950958252
1189,1.222939372062683,1.2252990007400513
1190,1.2232393026351929,1.2255990505218506
1191,1.2235394716262817,1.22589910030365
1192,1.223839521408081,1.2261991500854492
1193,1.2241394519805908,1.2264991998672485
1194,1.2244395017623901,1.2267992496490479
1195,1.2247395515441895,1.2270992994308472
1196,1.2250396013259888,1.2273993492126465
1197,1.2253397703170776,1.2276993989944458
1198,1.2256397008895874,1.2279994487762451
1199,1.2259398698806763,1.2282994985580444
1200,1.2262399196624756,1.2285995483398438
1201,1.226539969444275,1.228899598121643
1202,1.2268400192260742,1.2291996479034424
1203,1.227139949798584,1.2294996976852417
1204,1.2274399995803833,1.229799747467041
1205,1.2277401685714722,1.2300997972488403
1206,1.228040099143982,1.2303998470306396
1207,1.2283402681350708,1.230699896812439
1208,1.2286403179168701,1.2309999465942383
1209,1.2289402484893799,1.2312999963760376
1210,1.2292402982711792,1.231600046157837
1211,1.2295403480529785,1.2319000959396362
1212,1.2298403978347778,1.2322001457214355
1213,1.2301405668258667,1.2325001955032349
1214,1.2304404973983765,1.2328002452850342
1215,1.2307406663894653,1.2331002950668335
1216,1.2310407161712646,1.2334003448486328
1217,1.231340765953064,1.2337003946304321
1218,1.2316408157348633,1.2340004444122314
1219,1.231940746307373,1.2343004941940308
1220,1.2322407960891724,1.23460054397583
1221,1.2325409650802612,1.2349005937576294
1222,1.232840895652771,1.2352006435394287
1223,1.2331410646438599,1.235500693321228
1224,1.2334411144256592,1.2358007431030273
1225,1.233741044998169,1.2361007928848267
1226,1.2340410947799683,1.236400842666626
1227,1.2343411445617676,1.2367008924484253
1228,1.234641194343567,1.2370009422302246
1229,1.2349413633346558,1.237300992012024
1230,1.2352412939071655,1.2376010417938232
1231,1.2355414628982544,1.2379010915756226
1232,1.2358415126800537,1.2382011413574219
1233,1.236141562461853,1.2385011911392212
1234,1.2364416122436523,1.2388012409210205
1235,1.236741542816162,1.2391012907028198
1236,1.2370415925979614,1.2394013404846191
1237,1.2373417615890503,1.2397013902664185
1238,1.23764169216156,1.2400014400482178
1239,1.237941861152649,1.240301489830017
1240,1.2382419109344482,1.2406015396118164
1241,1.238541841506958,1.2409015893936157
1242,1.2388418912887573,1.241201639175415
1243,1.2391419410705566,1.2415016889572144
1244,1.239441990852356,1.2418017387390137
1245,1.2397421598434448,1.242101788520813
1246,1.2400420904159546,1.2424018383026123
1247,1.2403422594070435,1.2427018880844116
1248,1.2406423091888428,1.243001937866211
1249,1.240942358970642,1.2433019876480103
1250,1.2412424087524414,1.2436020374298096
1251,1.2415423393249512,1.2439020872116089
1252,1.2418423891067505,1.2442021369934082
1253,1.2421425580978394,1.2445021867752075
1254,1.2424424886703491,1.2448022365570068
1255,1.242742657661438,1.2451022863388062
1256,1.2430427074432373,1.2454023361206055
1257,1.243342638015747,1.2457023859024048
1258,1.2436426877975464,1.246002435684204
1259,1.2439427375793457,1.2463024854660034
1260,1.244242787361145,1.2466025352478027
1261,1.2445429563522339,1.246902585029602
1262,1.2448428869247437,1.2472026348114014
1263,1.2451430559158325,1.2475026845932007
1264,1.2454431056976318,1.247802734375
1265,1.2457431554794312,1.2481027841567993
1266,1.2460432052612305,1.2484028339385986
1267,1.2463431358337402,1.248702883720398
1268,1.2466431856155396,1.2490029335021973
1269,1.2469433546066284,1.2493029832839966
1270,1.2472432851791382,1.249603033065796
1271,1.247543454170227,1.2499030828475952
1272,1.2478435039520264,1.2502031326293945
1273,1.2481434345245361,1.2505031824111938
1274,1.2484434843063354,1.2508032321929932
1275,1.2487435340881348,1.2511032819747925
1276,1.249043583869934,1.2514033317565918
1277,1.249343752861023,1.2517033815383911
1278,1.2496436834335327,1.2520034313201904
1279,1.2499438524246216,1.2523034811019897
1280,1.250243902206421,1.252603530883789
1281,1.2505439519882202,1.2529035806655884
1282,1.2508440017700195,1.2532036304473877
1283,1.2511439323425293,1.253503680229187
1284,1.2514439821243286,1.2538037300109863
1285,1.2517441511154175,1.2541037797927856
1286,1.2520440816879272,1.254403829574585
1287,1.2523442506790161,1.2547038793563843
1288,1.2526443004608154,1.2550039291381836
1289,1.2529442310333252,1.255303978919983
1290,1.2532442808151245,1.2556040287017822
1291,1.2535443305969238,1.2559040784835815
1292,1.2538443803787231,1.2562041282653809
1293,1.254144549369812,1.2565041780471802
1294,1.2544444799423218,1.2568042278289795
1295,1.2547446489334106,1.2571042776107788
1296,1.25504469871521,1.2574043273925781
1297,1.2553447484970093,1.2577043771743774
1298,1.2556447982788086,1.2580044269561768
1299,1.2559447288513184,1.258304476737976
1300,1.2562447786331177,1.2586045265197754
1301,1.2565449476242065,1.2589045763015747
1302,1.2568448781967163,1.259204626083374
1303,1.2571450471878052,1.2595046758651733
1304,1.2574450969696045,1.2598047256469727
1305,1.2577450275421143,1.260104775428772
1306,1.2580450773239136,1.2604048252105713
1307,1.258345127105713,1.2607048749923706
1308,1.2586451768875122,1.26100492477417
1309,1.258945345878601,1.2613049745559692
1310,1.2592452764511108,1.2616050243377686
1311,1.2595454454421997,1.2619050741195679
1312,1.259845495223999,1.2622051239013672
1313,1.2601455450057983,1.2625051736831665
1314,1.2604455947875977,1.2628052234649658
1315,1.2607455253601074,1.2631052732467651
1316,1.2610455751419067,1.2634053230285645
1317,1.2613457441329956,1.2637053728103638
1318,1.2616456747055054,1.264005422592163
1319,1.2619458436965942,1.2643054723739624
1320,1.2622458934783936,1.2646055221557617
1321,1.2625458240509033,1.264905571937561
1322,1.2628458738327026,1.2652056217193604
1323,1.263145923614502,1.2655056715011597
1324,1.2634459733963013,1.265805721282959
1325,1.2637461423873901,1.2661057710647583
1326,1.2640460729599,1.2664058208465576
1327,1.2643462419509888,1.266705870628357
1328,1.264646291732788,1.2670059204101562
1329,1.2649463415145874,1.2673059701919556
1330,1.2652463912963867,1.2676060199737549
1331,1.2655463218688965,1.2679060697555542
1332,1.2658463716506958,1.2682061195373535
1333,1.2661465406417847,1.2685061693191528
1334,1.2664464712142944,1.2688062191009521
1335,1.2667466402053833,1.2691062688827515
1336,1.2670466899871826,1.2694063186645508
1337,1.2673466205596924,1.26970636844635
1338,1.2676466703414917,1.2700064182281494
1339,1.267946720123291,1.2703064680099487
1340,1.2682467699050903,1.270606517791748
1341,1.2685469388961792,1.2709065675735474
1342,1.268846869468689,1.2712066173553467
1343,1.2691470384597778,1.271506667137146
1344,1.2694470882415771,1.2718067169189453
1345,1.2697471380233765,1.2721067667007446
1346,1.2700471878051758,1.272406816482544
1347,1.2703471183776855,1.2727068662643433
1348,1.2706471681594849,1.2730069160461426
1349,1.2709473371505737,1.273306965827942
1350,1.2712472677230835,1.2736070156097412
1351,1.2715474367141724,1.2739070653915405
1352,1.2718474864959717,1.2742071151733398
1353,1.2721474170684814,1.2745071649551392
1354,1.2724474668502808,1.2748072147369385
1355,1.27274751663208,1.2751072645187378
1356,1.2730475664138794,1.275407314300537
1357,1.2733477354049683,1.2757073640823364
1358,1.273647665977478,1.2760074138641357
1359,1.273947834968567,1.276307463645935
1360,1.2742478847503662,1.2766075134277344
1361,1.2745479345321655,1.2769075632095337
1362,1.2748479843139648,1.277207612991333
1363,1.2751479148864746,1.2775076627731323
1364,1.275447964668274,1.2778077125549316
1365,1.2757481336593628,1.278107762336731
1366,1.2760480642318726,1.2784078121185303
1367,1.2763482332229614,1.2787078619003296
1368,1.2766482830047607,1.279007911682129
1369,1.2769482135772705,1.2793079614639282
1370,1.2772482633590698,1.2796080112457275
1371,1.2775483131408691,1.2799080610275269
1372,1.2778483629226685,1.2802081108093262
1373,1.2781485319137573,1.2805081605911255
1374,1.278448462486267,1.2808082103729248
1375,1.278748631477356,1.2811082601547241
1376,1.2790486812591553,1.2814083099365234
1377,1.2793487310409546,1.2817083597183228
1378,1.279648780822754,1.282008409500122
1379,1.2799487113952637,1.2823084592819214
1380,1.280248761177063,1.2826085090637207
1381,1.2805489301681519,1.28290855884552
1382,1.2808488607406616,1.2832086086273193
1383,1.2811490297317505,1.2835086584091187
1384,1.2814490795135498,1.283808708190918
1385,1.2817490100860596,1.2841087579727173
1386,1.2820490598678589,1.2844088077545166
1387,1.2823491096496582,1.284708857536316
1388,1.2826491594314575,1.2850089073181152
1389,1.2829493284225464,1.2853089570999146
1390,1.2832492589950562,1.2856090068817139
1391,1.283549427986145,1.2859090566635132
1392,1.2838494777679443,1.2862091064453125
1393,1.2841495275497437,1.2865091562271118
1394,1.284449577331543,1.2868092060089111
1395,1.2847495079040527,1.2871092557907104
1396,1.285049557685852,1.2874093055725098
1397,1.285349726676941,1.287709355354309
1398,1.2856496572494507,1.2880094051361084
1399,1.2859498262405396,1.2883094549179077
1400,1.2862498760223389,1.288609504699707
1401,1.2865498065948486,1.2889095544815063
1402,1.286849856376648,1.2892096042633057
1403,1.2871499061584473,1.289509654045105
1404,1.2874499559402466,1.2898097038269043
1405,1.2877501249313354,1.2901097536087036
1406,1.2880500555038452,1.290409803390503
1407,1.288350224494934,1.2907098531723022
1408,1.2886502742767334,1.2910099029541016
1409,1.2889503240585327,1.2913099527359009
1410,1.289250373840332,1.2916100025177002
1411,1.2895503044128418,1.2919100522994995
1412,1.2898503541946411,1.2922101020812988
1413,1.29015052318573,1.2925101518630981
1414,1.2904504537582397,1.2928102016448975
1415,1.2907506227493286,1.2931102514266968
1416,1.291050672531128,1.293410301208496
1417,1.2913506031036377,1.2937103509902954
1418,1.291650652885437,1.2940104007720947
1419,1.2919507026672363,1.294310450553894
1420,1.2922507524490356,1.2946105003356934
1421,1.2925509214401245,1.2949105501174927
1422,1.2928508520126343,1.295210599899292
1423,1.2931510210037231,1.2955106496810913
1424,1.2934510707855225,1.2958106994628906
1425,1.2937511205673218,1.29611074924469
1426,1.294051170349121,1.2964107990264893
1427,1.2943511009216309,1.2967108488082886
1428,1.2946511507034302,1.297010898590088
1429,1.294951319694519,1.2973109483718872
1430,1.2952512502670288,1.2976109981536865
1431,1.2955514192581177,1.2979110479354858
1432,1.295851469039917,1.2982110977172852
1433,1.2961513996124268,1.2985111474990845
1434,1.296451449394226,1.2988111972808838
1435,1.2967514991760254,1.299111247062683
1436,1.2970515489578247,1.2994112968444824
1437,1.2973517179489136,1.2997113466262817
1438,1.2976516485214233,1.300011396408081
1439,1.2979518175125122,1.3003114461898804
1440,1.2982518672943115,1.3006114959716797
1441,1.2985519170761108,1.300911545753479
1442,1.2988519668579102,1.3012115955352783
1443,1.29915189743042,1.3015116453170776
1444,1.2994519472122192,1.301811695098877
1445,1.299752116203308,1.3021117448806763
1446,1.3000520467758179,1.3024117946624756
1447,1.3003522157669067,1.302711844444275
1448,1.300652265548706,1.3030118942260742
1449,1.3009521961212158,1.3033119440078735
1450,1.3012522459030151,1.3036119937896729
1451,1.3015522956848145,1.3039120435714722
1452,1.3018523454666138,1.3042120933532715
1453,1.3021525144577026,1.3045121431350708
1454,1.3024524450302124,1.3048121929168701
1455,1.3027526140213013,1.3051122426986694
1456,1.3030526638031006,1.3054122924804688
1457,1.3033527135849,1.305712342262268
1458,1.3036527633666992,1.3060123920440674
1459,1.303952693939209,1.3063124418258667
1460,1.3042527437210083,1.306612491607666
1461,1.3045529127120972,1.3069125413894653
1462,1.304852843284607,1.3072125911712646
1463,1.3051530122756958,1.307512640953064
1464,1.3054530620574951,1.3078126907348633
1465,1.3057529926300049,1.3081127405166626
1466,1.3060530424118042,1.308412790298462
1467,1.3063530921936035,1.3087128400802612
1468,1.3066531419754028,1.3090128898620605
1469,1.3069533109664917,1.3093129396438599
1470,1.3072532415390015,1.3096129894256592
1471,1.3075534105300903,1.3099130392074585
1472,1.3078534603118896,1.3102130889892578
1473,1.308153510093689,1.3105131387710571
1474,1.3084535598754883,1.3108131885528564
1475,1.308753490447998,1.3111132383346558
1476,1.3090535402297974,1.311413288116455
1477,1.3093537092208862,1.3117133378982544
1478,1.309653639793396,1.3120133876800537
1479,1.3099538087844849,1.312313437461853
1480,1.3102538585662842,1.3126134872436523
1481,1.310553789138794,1.3129135370254517
1482,1.3108538389205933,1.313213586807251
1483,1.3111538887023926,1.3135136365890503
1484,1.311453938484192,1.3138136863708496
1485,1.3117541074752808,1.314113736152649
1486,1.3120540380477905,1.3144137859344482
1487,1.3123542070388794,1.3147138357162476
1488,1.3126542568206787,1.3150138854980469
1489,1.312954306602478,1.3153139352798462
1490,1.3132543563842773,1.3156139850616455
1491,1.313554286956787,1.3159140348434448
1492,1.3138543367385864,1.3162140846252441
1493,1.3141545057296753,1.3165141344070435
1494,1.314454436302185,1.3168141841888428
1495,1.314754605293274,1.317114233970642
1496,1.3150546550750732,1.3174142837524414
1497,1.315354585647583,1.3177143335342407
1498,1.3156546354293823,1.31801438331604
1499,1.3159546852111816,1.3183144330978394
1500,1.316254734992981,1.3186144828796387
1501,1.3165549039840698,1.318914532661438
1502,1.3168548345565796,1.3192145824432373
1503,1.3171550035476685,1.3195146322250366
1504,1.3174550533294678,1.319814682006836
1505,1.317755103111267,1.3201147317886353
1506,1.3180551528930664,1.3204147815704346
1507,1.3183550834655762,1.3207148313522339
1508,1.3186551332473755,1.3210148811340332
1509,1.3189553022384644,1.3213149309158325
1510,1.3192552328109741,1.3216149806976318
1511,1.319555401802063,1.3219150304794312
1512,1.3198554515838623,1.3222150802612305
1513,1.320155382156372,1.3225151300430298
1514,1.3204554319381714,1.322815179824829
1515,1.3207554817199707,1.3231152296066284
1516,1.32105553150177,1.3234152793884277
1517,1.3213557004928589,1.323715329170227
1518,1.3216556310653687,1.3240153789520264
1519,1.3219558000564575,1.3243154287338257
