Step,Tag,Cortisol,Serotonin,Health,Energy,Anxiety,Threshold
94,Baseline,0.0,0.8,1.0,9.071601867675781,0.06433333456516266,7.6
95,Baseline,0.0,0.8,1.0,9.06341552734375,0.07456280291080475,7.6
96,Baseline,0.0,0.8,1.0,9.053747177124023,0.08362922072410583,7.6
97,Baseline,0.0,0.8,1.0,9.045150756835938,0.08507981151342392,7.6
98,Baseline,0.0,0.8,1.0,9.033670425415039,0.08666440844535828,7.6
99,Baseline,0.0,0.8,1.0,9.02331256866455,0.07768934220075607,7.6
100,Stress,0.0,0.8,1.0,9.015504837036133,0.07127020508050919,7.6
101,Stress,0.0,0.8,1.0,9.007553100585938,0.1714007705450058,7.6
102,Stress,0.0,0.8,1.0,8.9993257522583,0.15498128533363342,7.6
103,Stress,0.0,0.8,1.0,8.989288330078125,0.15740971267223358,7.6
104,Stress,0.0,0.8,1.0,8.980703353881836,0.15456119179725647,7.6
105,Stress,0.0,0.8,1.0,8.969554901123047,0.16406500339508057,7.6
106,Stress,0.0,0.8,1.0,8.959455490112305,0.16990479826927185,7.6
107,Stress,0.0,0.8,1.0,8.950800895690918,0.1684805452823639,7.6
108,Stress,0.0,0.8,1.0,8.940796852111816,0.15085960924625397,7.6
109,Stress,0.0,0.8,1.0,8.928542137145996,0.16944263875484467,7.6
110,Stress,0.0,0.8,1.0,8.920963287353516,0.1690879762172699,7.6
111,Stress,0.0,0.8,1.0,8.910234451293945,0.1520329862833023,7.6
112,Stress,0.0,0.8,1.0,8.899845123291016,0.15595799684524536,7.6
113,Stress,0.0,0.8,1.0,8.890527725219727,0.15714900195598602,7.6
114,Stress,0.0,0.8,1.0,8.881314277648926,0.20839166641235352,7.6
115,Stress,0.0,0.8,1.0,8.872981071472168,0.17609213292598724,7.6
116,Stress,0.0,0.8,1.0,8.862174987792969,0.16754573583602905,7.6
117,Stress,0.0,0.8,1.0,8.852051734924316,0.1746397614479065,7.6
118,Stress,0.0,0.8,1.0,8.841853141784668,0.18978023529052734,7.6
119,Stress,0.0,0.8,1.0,8.831628799438477,0.1947920322418213,7.6
120,Stress,0.0,0.8,1.0,8.822580337524414,0.17537327110767365,7.6
121,Stress,0.0,0.8,1.0,8.812124252319336,0.1692773699760437,7.6
122,Stress,0.0,0.8,1.0,8.800209999084473,0.17349563539028168,7.6
123,Stress,0.0,0.8,1.0,8.788673400878906,0.16995882987976074,7.6
124,Stress,0.0,0.8,1.0,8.77902603149414,0.15136459469795227,7.6
125,Stress,0.0,0.8,1.0,8.76890754699707,0.17383554577827454,7.6
126,Stress,0.0,0.8,1.0,8.759160995483398,0.17111387848854065,7.6
127,Stress,0.0,0.8,1.0,8.750839233398438,0.17379553616046906,7.6
128,Stress,0.0,0.8,1.0,8.740959167480469,0.19790314137935638,7.6
129,Stress,0.0,0.8,1.0,8.730916023254395,0.1585155874490738,7.6
130,Stress,0.0,0.8,1.0,8.722640037536621,0.16466359794139862,7.6
131,Stress,0.0,0.8,1.0,8.71223258972168,0.15970821678638458,7.6
132,Stress,0.0,0.8,1.0,8.704631805419922,0.17316316068172455,7.6
133,Stress,0.0,0.8,1.0,8.695211410522461,0.1779019832611084,7.6
134,Stress,0.0,0.8,1.0,8.684849739074707,0.15057715773582458,7.6
135,Stress,0.0,0.8,1.0,8.674001693725586,0.17591592669487,7.6
136,Stress,0.0,0.8,1.0,8.66429615020752,0.1629771888256073,7.6
137,Stress,0.0,0.8,1.0,8.655336380004883,0.15759284794330597,7.6
138,Stress,0.0,0.8,1.0,8.643861770629883,0.15743616223335266,7.6
139,Stress,0.0,0.8,1.0,8.633744239807129,0.17353591322898865,7.6
140,Stress,0.0,0.8,1.0,8.625410079956055,0.17600448429584503,7.6
141,Stress,0.0,0.8,1.0,8.613898277282715,0.16507671773433685,7.6
142,Stress,0.0,0.8,1.0,8.602960586547852,0.1937735378742218,7.6
143,Stress,0.0,0.8,1.0,8.591998100280762,0.1990129053592682,7.6
144,Stress,0.0,0.8,1.0,8.581652641296387,0.14688876271247864,7.6
145,Stress,0.0,0.8,1.0,8.571203231811523,0.16799281537532806,7.6
146,Stress,0.0,0.8,1.0,8.560783386230469,0.16234742105007172,7.6
147,Stress,0.0,0.8,1.0,8.551847457885742,0.15286247432231903,7.6
148,Stress,0.0,0.8,1.0,8.544529914855957,0.1883881390094757,7.6
149,Stress,0.0,0.8,1.0,8.5363187789917,0.15165527164936066,7.6
150,Stress,0.0,0.8,1.0,8.525510787963867,0.1677858829498291,7.6
151,Stress,0.0,0.8,1.0,8.51533031463623,0.1861639767885208,7.6
152,Stress,0.0,0.8,1.0,8.505584716796875,0.1709926575422287,7.6
153,Stress,0.0,0.8,1.0,8.495807647705078,0.17744600772857666,7.6
154,Stress,0.0,0.8,1.0,8.48532772064209,0.17400474846363068,7.6
155,Stress,0.0,0.8,1.0,8.475842475891113,0.19090770184993744,7.6
156,Stress,0.0,0.8,1.0,8.465324401855469,0.18173664808273315,7.6
157,Stress,0.0,0.8,1.0,8.454787254333496,0.1853959858417511,7.6
158,Stress,0.0,0.8,1.0,8.444974899291992,0.18421423435211182,7.6
159,Stress,0.0,0.8,1.0,8.434195518493652,0.16248919069766998,7.6
160,Stress,0.0,0.8,1.0,8.423715591430664,0.173903688788414,7.6
161,Stress,0.0,0.8,1.0,8.412447929382324,0.18788975477218628,7.6
162,Stress,0.0,0.8,1.0,8.400168418884277,0.17484748363494873,7.6
163,Stress,0.0,0.8,1.0,8.391141891479492,0.17101062834262848,7.6
164,Stress,0.0,0.8,1.0,8.380663871765137,0.17361107468605042,7.6
165,Stress,0.0,0.8,1.0,8.37022590637207,0.16586756706237793,7.6
166,Stress,0.0,0.8,1.0,8.35940933227539,0.16952601075172424,7.6
167,Stress,0.0,0.8,1.0,8.350046157836914,0.16637617349624634,7.6
168,Stress,0.0,0.8,1.0,8.338248252868652,0.15033921599388123,7.6
169,Stress,0.0,0.8,1.0,8.326982498168945,0.18731923401355743,7.6
170,Stress,0.0,0.8,1.0,8.315629005432129,0.20539477467536926,7.6
171,Stress,0.0,0.8,1.0,8.305532455444336,0.16912959516048431,7.6
172,Stress,0.0,0.8,1.0,8.295825958251953,0.1632174700498581,7.6
173,Stress,0.0,0.8,1.0,8.285370826721191,0.16922712326049805,7.6
174,Stress,0.0,0.8,1.0,8.276644706726074,0.18271848559379578,7.6
175,Stress,0.0,0.8,1.0,8.265495300292969,0.16424988210201263,7.6
176,Stress,0.0,0.8,1.0,8.256085395812988,0.17560282349586487,7.6
177,Stress,0.0,0.8,1.0,8.244385719299316,0.20246772468090057,7.6
178,Stress,0.0,0.8,1.0,8.232766151428223,0.18659214675426483,7.6
179,Stress,0.0,0.8,1.0,8.220139503479004,0.17220720648765564,7.6
180,Stress,0.0,0.8,1.0,8.207854270935059,0.17583215236663818,7.6
181,Stress,0.0,0.8,1.0,8.195236206054688,0.17036554217338562,7.6
182,Stress,0.0,0.8,1.0,8.185352325439453,0.19858837127685547,7.6
183,Stress,0.0,0.8,1.0,8.173440933227539,0.17301711440086365,7.6
184,Stress,0.0,0.8,1.0,8.162613868713379,0.17169827222824097,7.6
185,Stress,0.0,0.8,1.0,8.152861595153809,0.17247574031352997,7.6
186,Stress,0.0,0.8,1.0,8.143108367919922,0.17245754599571228,7.6
187,Stress,0.0,0.8,1.0,8.131933212280273,0.16942556202411652,7.6
188,Stress,0.0,0.8,1.0,8.124428749084473,0.1539839506149292,7.6
189,Stress,0.0,0.8,1.0,8.116064071655273,0.18236075341701508,7.6
190,Stress,0.0,0.8,1.0,8.106383323669434,0.1579202264547348,7.6
191,Stress,0.0,0.8,1.0,8.09626293182373,0.1741185486316681,7.6
192,Stress,0.0,0.8,1.0,8.086910247802734,0.16447432339191437,7.6
193,Stress,0.0,0.8,1.0,8.077181816101074,0.16744664311408997,7.6
194,Stress,0.0,0.8,1.0,8.068770408630371,0.19180575013160706,7.6
195,Stress,0.0,0.8,1.0,8.058624267578125,0.17897635698318481,7.6
196,Stress,0.0,0.8,1.0,8.050203323364258,0.19364666938781738,7.6
197,Stress,0.0,0.8,1.0,8.040433883666992,0.17588381469249725,7.6
198,Stress,0.0,0.8,1.0,8.030572891235352,0.19401490688323975,7.6
199,Stress,0.0,0.8,1.0,8.020295143127441,0.205538809299469,7.6
200,Stress,0.0,0.8,1.0,8.010517120361328,0.1775587797164917,7.6
201,Stress,0.0,0.8,1.0,8.000303268432617,0.19277796149253845,7.6
202,Stress,0.0,0.8,1.0,7.99157190322876,0.18379688262939453,7.6
203,Stress,0.005000000074505806,0.7920000076293946,0.9900000095367432,7.983664035797119,0.16284561157226562,7.564000014960766
204,Stress,0.009995000064373018,0.7840000152587892,0.9800000190734863,7.973546981811523,0.17349529266357422,7.528020030260087
205,Stress,0.01498500555753708,0.7760000228881836,0.9700000286102295,7.965082168579102,0.20215865969657898,7.492060023546219
206,Stress,0.019940049946308137,0.7680000305175781,0.9600000381469727,7.955385208129883,0.16127222776412964,7.456239861249924
207,Stress,0.024880228936672213,0.7600000381469727,0.9500000476837158,7.943127155303955,0.17041967809200287,7.420479160547256
208,Stress,0.02985534965991974,0.7520000457763673,0.940000057220459,7.931960105895996,0.16797351837158203,7.384578692913056
209,Stress,0.03482549488544464,0.7440000534057618,0.9300000667572021,7.921754360198975,0.19101950526237488,7.348698127269745
210,Stress,0.03979067206382752,0.7360000610351562,0.9200000762939453,7.910595417022705,0.16614602506160736,7.312837433815003
211,Stress,0.0446713000535965,0.7280000686645508,0.9100000858306885,7.900903701782227,0.16019748151302338,7.277314937114715
212,Stress,0.049537286162376404,0.7200000762939454,0.9000000953674316,7.889993667602539,0.18824926018714905,7.241851007938385
213,Stress,0.05448774695396424,0.7120000839233399,0.8900001049041748,7.878795623779297,0.17395782470703125,7.206049180030823
214,Stress,0.05943326354026795,0.7040000915527345,0.880000114440918,7.867968559265137,0.17174656689167023,7.170267128944397
215,Stress,0.0643738329410553,0.6960000991821289,0.8700001239776611,7.857053756713867,0.18913622200489044,7.134504866600037
216,Stress,0.06930946111679077,0.6880001068115235,0.8600001335144043,7.847565650939941,0.19144365191459656,7.098762369155883
217,Stress,0.07424015402793885,0.680000114440918,0.8500001430511475,7.836940288543701,0.20311395823955536,7.06303961277008
218,Stress,0.079165917634964,0.6720001220703126,0.8400001525878906,7.827608585357666,0.16006162762641907,7.02733657360077
219,Stress,0.08408675193786622,0.6640001296997071,0.8300001621246338,7.817041397094727,0.19155530631542206,6.991653251647949
220,Stress,0.08883448839187623,0.6560001373291016,0.820000171661377,7.8067121505737305,0.1439829021692276,6.956662321090699
221,Stress,0.09374565482139588,0.6480001449584961,0.8100001811981201,7.796280860900879,0.16443929076194763,6.921017670631408
222,Stress,0.09865190982818604,0.6400001525878907,0.8000001907348633,7.7869181632995605,0.1662093997001648,6.885392665863037
223,Stress,0.10355325937271119,0.6320001602172852,0.7900002002716064,7.779420375823975,0.15272949635982513,6.849787282943726
224,Stress,0.10824259519577027,0.6240001678466798,0.7800002098083496,7.767501354217529,0.17438776791095734,6.815029954910279
225,Stress,0.11313434839248658,0.6160001754760742,0.7700002193450928,7.758815288543701,0.17465505003929138,6.7794629573822025
226,Stress,0.11802121400833131,0.6080001831054688,0.7600002288818359,7.748359680175781,0.16937950253486633,6.7439155101776125
227,Stress,0.12290319204330445,0.6000001907348633,0.7500002384185791,7.7375288009643555,0.17245598137378693,6.708387613296509
228,Stress,0.127780282497406,0.5920001983642579,0.7400002479553223,7.728765964508057,0.18995270133018494,6.672879266738892
229,Stress,0.13265249729156495,0.5840002059936523,0.7300002574920654,7.722550868988037,0.18366317451000214,6.637390422821045
230,Stress,0.13751983642578125,0.5760002136230469,0.7200002670288086,7.713493347167969,0.17706599831581116,6.601921081542969
231,Stress,0.1423823118209839,0.5680002212524414,0.7100002765655518,7.702279090881348,0.17721568048000336,6.566471195220947
232,Stress,0.14695515632629394,0.560000228881836,0.7000002861022949,7.693323612213135,0.15676458179950714,6.532179832458496
233,Stress,0.15151427984237673,0.5520002365112305,0.6900002956390381,7.681106090545654,0.1622275561094284,6.497943353652954
234,Stress,0.1563627600669861,0.544000244140625,0.6800003051757812,7.671619892120361,0.19119617342948914,6.462549448013306
235,Stress,0.1612064003944397,0.5360002517700195,0.6700003147125244,7.662555694580078,0.1782107651233673,6.42717490196228
236,Stress,0.1660451889038086,0.5280002593994141,0.6600003242492676,7.653862953186035,0.17613711953163147,6.391819763183594
237,Stress,0.17087913751602174,0.5200002670288086,0.6500003337860107,7.64143180847168,0.20492199063301086,6.35648398399353
238,Stress,0.17570825815200808,0.5120002746582032,0.6400003433227539,7.632106781005859,0.15871533751487732,6.321167516708375
239,Stress,0.18018112182617188,0.5040002822875976,0.6300003528594971,7.6198272705078125,0.17475901544094086,6.287276077270508
240,Stress,0.18500094413757326,0.4960002899169922,0.6200003623962402,7.60942268371582,0.15897759795188904,6.251996803283691
241,Stress,0.1898159384727478,0.48800029754638674,0.6100003719329834,7.599701881408691,0.16604244709014893,6.216736841201782
242,Stress,0.19462611675262453,0.4800003051757813,0.6000003814697266,7.589286804199219,0.1611943542957306,6.1814961433410645
243,Stress,0.19943149089813234,0.4720003128051758,0.5900003910064697,7.578889846801758,0.15744811296463013,6.146274662017823
244,Stress,0.2038331985473633,0.46400032043457035,0.5800004005432129,7.567284107208252,0.18375155329704285,6.112667846679687
245,Stress,0.20862936973571777,0.45600032806396484,0.570000410079956,7.556369304656982,0.18908347189426422,6.077483177185059
246,Stress,0.21342074871063232,0.4480003356933594,0.5600004196166992,7.545034885406494,0.20126888155937195,6.042317676544189
247,Stress,0.21820733547210694,0.44000034332275395,0.5500004291534424,7.534639835357666,0.15723827481269836,6.007171344757079
248,Stress,0.22298913002014162,0.43200035095214845,0.5400004386901855,7.5248942375183105,0.17091552913188934,5.972044181823731
249,Stress,0.22776613235473633,0.424000358581543,0.5300004482269287,7.513364315032959,0.16836148500442505,5.9369361877441404
250,Stress,0.23208281993865967,0.4160003662109375,0.5200004577636719,7.502976417541504,0.15575788915157318,5.903669452667236
251,Stress,0.23638656139373782,0.40800037384033205,0.510000467300415,7.491069793701172,0.1720670610666275,5.870454502105712
252,Stress,0.24115016460418703,0.4000003814697266,0.5000004768371582,7.481308460235596,0.17396527528762817,5.835400104522705
253,Stress,0.24590902328491213,0.3920003890991211,0.49000048637390137,7.470743656158447,0.1910904198884964,5.800364685058594
254,Stress,0.2506631135940552,0.38400039672851566,0.48000049591064453,7.459841251373291,0.18683341145515442,5.765348339080811
255,Stress,0.2554124593734741,0.37600040435791016,0.4700005054473877,7.448906421661377,0.19303137063980103,5.730350971221924
256,Stress,0.260157036781311,0.3680004119873047,0.46000051498413086,7.440873146057129,0.18804603815078735,5.695372676849365
257,Stress,0.26489686965942383,0.36000041961669926,0.450000524520874,7.430083274841309,0.16421110928058624,5.660413360595703
258,Stress,0.2696319818496704,0.35200042724609376,0.4400005340576172,7.420722007751465,0.16598157584667206,5.625472927093506
259,Stress,0.2743623495101929,0.3440004348754883,0.43000054359436035,7.412038803100586,0.17407773435115814,5.590551471710205
260,Stress,0.27908799648284915,0.3360004425048828,0.4200005531311035,7.400419235229492,0.18642407655715942,5.555648899078369
261,Stress,0.28380889892578126,0.32800045013427737,0.4100005626678467,7.39008903503418,0.14408327639102936,5.52076530456543
262,Stress,0.2885250806808472,0.3200004577636719,0.40000057220458984,7.380357265472412,0.16850495338439941,5.485900592803954
263,Stress,0.2932365655899048,0.3120004653930664,0.390000581741333,7.367257118225098,0.19496257603168488,5.451054668426514
264,Stress,0.2979433298110962,0.30400047302246097,0.38000059127807617,7.357039451599121,0.1935058981180191,5.416227626800537
265,Stress,0.3026453971862793,0.29600048065185547,0.37000060081481934,7.348625183105469,0.19210129976272583,5.381419372558594
266,Stress,0.3073427438735962,0.28800048828125,0.3600006103515625,7.337353706359863,0.18869146704673767,5.346630001068115
267,Stress,0.31142070293426516,0.2800004959106445,0.35000061988830566,7.327229976654053,0.1747734695672989,5.3143181800842285
268,Stress,0.3161092758178711,0.2720005035400391,0.34000062942504883,7.317079544067383,0.18012714385986328,5.279563903808594
269,Stress,0.3207931756973267,0.2640005111694336,0.330000638961792,7.306643486022949,0.16527344286441803,5.24482831954956
270,Stress,0.32547237873077395,0.2560005187988281,0.32000064849853516,7.298977851867676,0.18629497289657593,5.210111522674561
271,Stress,0.32949595451354985,0.24800052642822268,0.3100006580352783,7.290706634521484,0.16360627114772797,5.178017234802246
272,Stress,0.3335074663162232,0.2400005340576172,0.3000006675720215,7.281650543212891,0.17673397064208984,5.145971202850341
273,Stress,0.3375069379806519,0.23200054168701173,0.29000067710876465,7.271815776824951,0.18888017535209656,5.113973331451416
274,Stress,0.3421694278717041,0.22400054931640626,0.2800006866455078,7.2622270584106445,0.21146918833255768,5.079323387145996
275,Stress,0.34682726860046387,0.21600055694580078,0.270000696182251,7.253897190093994,0.1753682792186737,5.044692039489746
276,Stress,0.35148043632507325,0.20800056457519533,0.26000070571899414,7.24266242980957,0.18129417300224304,5.010079383850098
277,Stress,0.35612895488739016,0.20000057220458986,0.2500007152557373,7.233147144317627,0.19686159491539001,4.975485324859619
278,Stress,0.3607728242874146,0.19200056791305542,0.24000070989131927,7.222853183746338,0.2087315320968628,4.940909838676452
279,Stress,0.36541204452514653,0.184000563621521,0.23000070452690125,7.215712070465088,0.15328842401504517,4.906352949142456
280,Stress,0.37004663944244387,0.1760005593299866,0.22000069916248322,7.206513404846191,0.20538248121738434,4.871814560890197
281,Stress,0.37467658519744873,0.16800055503845215,0.21000069379806519,7.197413921356201,0.1854216456413269,4.8372947692871096
282,Stress,0.37930190563201904,0.16000055074691774,0.20000068843364716,7.1861958503723145,0.17803043127059937,4.802793478965759
283,Stress,0.3839226007461548,0.1520005464553833,0.19000068306922913,7.179612159729004,0.18548645079135895,4.768310689926148
284,Stress,0.38853867053985597,0.1440005421638489,0.1800006777048111,7.170419216156006,0.20423437654972076,4.7338464021682745
285,Stress,0.39237303733825685,0.13600053787231445,0.17000067234039307,7.160920143127441,0.19355659186840057,4.702508926391602
286,Stress,0.39698066711425783,0.12800053358078003,0.16000066697597504,7.15037727355957,0.18664775788784027,4.6680783987045285
287,Stress,0.4015837192535401,0.12000052928924561,0.150000661611557,7.137655258178711,0.19127722084522247,4.6336661815643305
288,Stress,0.40618214607238773,0.11200052499771118,0.14000065624713898,7.1269049644470215,0.22817526757717133,4.599272465705871
289,Stress,0.41077599525451663,0.10400052070617677,0.13000065088272095,7.1137776374816895,0.20044384896755219,4.564897060394287
290,Stress,0.4145436763763428,0.09600052237510681,0.12000065296888351,7.103354454040527,0.16272993385791779,4.533826339244842
291,Stress,0.41912918090820317,0.08800052404403687,0.11000065505504608,7.092005729675293,0.20413118600845337,4.499484324455261
292,Stress,0.4237100601196289,0.08000052571296692,0.10000065714120865,7.081144332885742,0.17862370610237122,4.465160810947419
293,Stress,0.42743892669677735,0.0800000011920929,0.10000000149011612,7.069450855255127,0.20116305351257324,4.450244295597076
294,Stress,0.4320115089416504,0.0800000011920929,0.10000000149011612,7.058810234069824,0.2061174511909485,4.431953966617584
295,Stress,0.43657951354980473,0.0800000011920929,0.10000000149011612,7.046782493591309,0.19641052186489105,4.4136819481849665
296,Stress,0.4402698040008545,0.0800000011920929,0.10000000149011612,7.03519344329834,0.18014296889305115,4.398920786380767
297,Stress,0.4448295593261719,0.0800000011920929,0.10000000149011612,7.024194717407227,0.20596006512641907,4.380681765079498
298,Stress,0.44938473701477055,0.0800000011920929,0.10000000149011612,7.014778137207031,0.17714880406856537,4.362461054325103
299,Stress,0.4539353847503662,0.0800000011920929,0.10000000149011612,7.004979133605957,0.18160727620124817,4.344258463382721
300,Stress,0.4584814548492432,0.0800000011920929,0.10000000149011612,6.994757652282715,0.1942325383424759,4.326074182987213
301,Stress,0.4621060371398926,0.0800000011920929,0.10000000149011612,6.987835884094238,0.18129085004329681,4.311575853824615
302,Stress,0.465719747543335,0.0800000011920929,0.10000000149011612,6.97664737701416,0.17206156253814697,4.297121012210845
303,Stress,0.47025403976440433,0.0800000011920929,0.10000000149011612,6.966825008392334,0.1863870620727539,4.278983843326568
304,Stress,0.4747838020324707,0.0800000011920929,0.10000000149011612,6.958191871643066,0.16423143446445465,4.260864794254303
